motion,brightness,created_at
0,0,2024-11-05T17:08:30.848652Z
0,0,2024-11-05T17:08:31.868961Z
0,0,2024-11-05T17:08:32.892709Z
0,0,2024-11-05T17:08:33.916049Z
0,0,2024-11-05T17:08:34.9359Z
0,0,2024-11-05T17:08:35.957084Z
0,0,2024-11-05T17:08:36.986764Z
0,0,2024-11-05T17:08:38.120367Z
0,0,2024-11-05T17:08:39.28904Z
0,0,2024-11-05T17:08:40.318133Z
0,0,2024-11-05T17:08:41.345784Z
0,0,2024-11-05T17:08:42.416876Z
0,0,2024-11-05T17:08:43.510832Z
0,0,2024-11-05T17:08:44.556662Z
0,0,2024-11-05T17:08:45.580596Z
0,0,2024-11-05T17:08:46.599604Z
0,0,2024-11-05T17:08:47.621759Z
0,0,2024-11-05T17:08:48.653393Z
0,0,2024-11-05T17:08:49.680176Z
0,0,2024-11-05T17:08:50.70747Z
0,0,2024-11-05T17:08:51.733Z
0,0,2024-11-05T17:08:52.758341Z
0,0,2024-11-05T17:08:53.783654Z
0,0,2024-11-05T17:08:54.80357Z
0,0,2024-11-05T17:08:55.836109Z
0,0,2024-11-05T17:08:56.858509Z
0,0,2024-11-05T17:08:57.879038Z
0,0,2024-11-05T17:08:58.904865Z
0,0,2024-11-05T17:08:59.929416Z
0,0,2024-11-05T17:09:00.95434Z
0,0,2024-11-05T17:09:01.978583Z
0,0,2024-11-05T17:09:03.00082Z
0,0,2024-11-05T17:09:04.023249Z
0,0,2024-11-05T17:09:05.053627Z
0,0,2024-11-05T17:09:06.077646Z
0,0,2024-11-05T17:09:07.105903Z
0,0,2024-11-05T17:09:08.129363Z
0,0,2024-11-05T17:09:09.147316Z
0,0,2024-11-05T17:09:10.165886Z
0,0,2024-11-05T17:09:11.201074Z
0,0,2024-11-05T17:09:12.220364Z
0,0,2024-11-05T17:09:13.243092Z
0,0,2024-11-05T17:09:14.263427Z
0,0,2024-11-05T17:09:15.287311Z
0,0,2024-11-05T17:09:16.310022Z
0,0,2024-11-05T17:09:17.330271Z
0,0,2024-11-05T17:09:18.364684Z
0,0,2024-11-05T17:09:19.405952Z
0,0,2024-11-05T17:09:20.425226Z
0,0,2024-11-05T17:09:21.451409Z
0,0,2024-11-05T17:09:22.471267Z
0,0,2024-11-05T17:09:23.491784Z
0,0,2024-11-05T17:09:24.513997Z
0,0,2024-11-05T17:09:25.583593Z
0,0,2024-11-05T17:09:26.621217Z
0,0,2024-11-05T17:09:27.649537Z
0,0,2024-11-05T17:09:28.669639Z
0,0,2024-11-05T17:09:29.69593Z
0,0,2024-11-05T17:09:30.720622Z
0,0,2024-11-05T17:09:31.756907Z
0,0,2024-11-05T17:09:32.798229Z
0,0,2024-11-05T17:09:33.839706Z
0,0,2024-11-05T17:09:34.860732Z
0,0,2024-11-05T17:09:35.892339Z
0,0,2024-11-05T17:09:36.927383Z
0,0,2024-11-05T17:09:37.953197Z
0,0,2024-11-05T17:09:38.969405Z
0,0,2024-11-05T17:09:40.011394Z
0,0,2024-11-05T17:09:41.045384Z
0,0,2024-11-05T17:09:42.168714Z
0,0,2024-11-05T17:09:43.196652Z
0,0,2024-11-05T17:09:44.240794Z
0,0,2024-11-05T17:09:45.274564Z
0,0,2024-11-05T17:09:46.353408Z
0,0,2024-11-05T17:09:47.376556Z
0,0,2024-11-05T17:09:48.400455Z
0,0,2024-11-05T17:09:49.424112Z
0,0,2024-11-05T17:09:50.440406Z
0,0,2024-11-05T17:09:51.464692Z
0,0,2024-11-05T17:09:52.487768Z
0,0,2024-11-05T17:09:53.56278Z
0,0,2024-11-05T17:09:54.593051Z
0,0,2024-11-05T17:09:55.615952Z
0,0,2024-11-05T17:09:56.639423Z
0,0,2024-11-05T17:09:57.66112Z
0,0,2024-11-05T17:09:58.681398Z
0,0,2024-11-05T17:09:59.702892Z
0,0,2024-11-05T17:10:00.726607Z
0,0,2024-11-05T17:10:01.749321Z
0,0,2024-11-05T17:10:02.773717Z
0,0,2024-11-05T17:10:03.796723Z
0,0,2024-11-05T17:10:04.817992Z
0,0,2024-11-05T17:10:05.844913Z
0,0,2024-11-05T17:10:06.868549Z
0,0,2024-11-05T17:10:07.889629Z
0,0,2024-11-05T17:10:08.912772Z
0,0,2024-11-05T17:10:09.936444Z
0,0,2024-11-05T17:10:10.956527Z
0,0,2024-11-05T17:10:11.978613Z
0,0,2024-11-05T17:10:13.000551Z
0,0,2024-11-05T17:10:14.029143Z
0,0,2024-11-05T17:10:15.049314Z
0,0,2024-11-05T17:10:16.071487Z
0,0,2024-11-05T17:10:17.092049Z
0,0,2024-11-05T17:10:18.115902Z
0,0,2024-11-05T17:10:19.139471Z
0,0,2024-11-05T17:10:20.161883Z
0,0,2024-11-05T17:10:21.179706Z
0,0,2024-11-05T17:10:22.20161Z
0,0,2024-11-05T17:10:23.224969Z
0,0,2024-11-05T17:10:24.249373Z
0,0,2024-11-05T17:10:25.268923Z
0,0,2024-11-05T17:10:26.291476Z
0,0,2024-11-05T17:10:27.310879Z
0,0,2024-11-05T17:10:28.332431Z
0,0,2024-11-05T17:10:29.357952Z
0,0,2024-11-05T17:10:30.377966Z
0,0,2024-11-05T17:10:31.399684Z
0,0,2024-11-05T17:10:32.419395Z
0,0,2024-11-05T17:10:33.440652Z
0,0,2024-11-05T17:10:34.461258Z
0,0,2024-11-05T17:10:35.484619Z
0,0,2024-11-05T17:10:36.509096Z
0,0,2024-11-05T17:10:37.530537Z
0,0,2024-11-05T17:10:38.553408Z
0,0,2024-11-05T17:10:39.580043Z
0,0,2024-11-05T17:10:40.600801Z
0,0,2024-11-05T17:10:41.623403Z
0,0,2024-11-05T17:10:42.643813Z
0,0,2024-11-05T17:10:43.664228Z
0,0,2024-11-05T17:10:44.690033Z
0,0,2024-11-05T17:10:45.707888Z
0,0,2024-11-05T17:10:46.724909Z
0,0,2024-11-05T17:10:47.74456Z
0,0,2024-11-05T17:10:48.758087Z
0,0,2024-11-05T17:10:49.779491Z
0,0,2024-11-05T17:10:50.802886Z
0,0,2024-11-05T17:10:51.847687Z
0,0,2024-11-05T17:10:52.867755Z
0,0,2024-11-05T17:10:53.890408Z
0,0,2024-11-05T17:10:54.911251Z
0,0,2024-11-05T17:10:55.933352Z
0,0,2024-11-05T17:10:56.952071Z
0,0,2024-11-05T17:10:57.973757Z
0,0,2024-11-05T17:10:59.019066Z
0,0,2024-11-05T17:11:00.05347Z
0,0,2024-11-05T17:11:01.083253Z
0,0,2024-11-05T17:11:02.109963Z
0,0,2024-11-05T17:11:03.14832Z
0,0,2024-11-05T17:11:04.176388Z
0,0,2024-11-05T17:11:05.195824Z
0,0,2024-11-05T17:11:06.216343Z
0,0,2024-11-05T17:11:07.240112Z
0,0,2024-11-05T17:11:08.257926Z
0,0,2024-11-05T17:11:09.280204Z
0,0,2024-11-05T17:11:10.302341Z
0,0,2024-11-05T17:11:11.330145Z
0,0,2024-11-05T17:11:12.355354Z
0,0,2024-11-05T17:11:13.378861Z
0,0,2024-11-05T17:11:14.401888Z
0,0,2024-11-05T17:11:15.421361Z
0,0,2024-11-05T17:11:16.450358Z
0,0,2024-11-05T17:11:17.471844Z
0,0,2024-11-05T17:11:18.489434Z
0,0,2024-11-05T17:11:19.514357Z
0,0,2024-11-05T17:11:20.532702Z
0,0,2024-11-05T17:11:21.55115Z
0,0,2024-11-05T17:11:22.582105Z
0,0,2024-11-05T17:11:23.603532Z
0,0,2024-11-05T17:11:24.627034Z
0,0,2024-11-05T17:11:25.657013Z
0,0,2024-11-05T17:11:26.678922Z
0,0,2024-11-05T17:11:27.699165Z
0,0,2024-11-05T17:11:28.738794Z
0,0,2024-11-05T17:11:29.764542Z
0,0,2024-11-05T17:11:30.785033Z
0,0,2024-11-05T17:11:31.803717Z
0,0,2024-11-05T17:11:32.823637Z
0,0,2024-11-05T17:11:33.874069Z
0,0,2024-11-05T17:11:34.905351Z
0,0,2024-11-05T17:11:35.930382Z
0,0,2024-11-05T17:11:36.955175Z
0,0,2024-11-05T17:11:37.981738Z
0,0,2024-11-05T17:11:39.008814Z
0,0,2024-11-05T17:11:40.034746Z
0,0,2024-11-05T17:11:41.056805Z
0,0,2024-11-05T17:11:42.07655Z
0,0,2024-11-05T17:11:43.090528Z
0,0,2024-11-05T17:11:44.113181Z
0,0,2024-11-05T17:11:45.137155Z
0,0,2024-11-05T17:11:46.162484Z
0,0,2024-11-05T17:11:47.184602Z
0,0,2024-11-05T17:11:48.201808Z
0,0,2024-11-05T17:11:49.225167Z
0,0,2024-11-05T17:11:50.247266Z
0,0,2024-11-05T17:11:51.265432Z
0,0,2024-11-05T17:11:52.283364Z
0,0,2024-11-05T17:11:53.301497Z
0,0,2024-11-05T17:11:54.35101Z
0,0,2024-11-05T17:11:55.383493Z
0,0,2024-11-05T17:11:56.408624Z
0,0,2024-11-05T17:11:57.426583Z
0,0,2024-11-05T17:11:58.446796Z
0,0,2024-11-05T17:26:10.164091Z
0,0,2024-11-05T17:26:11.471905Z
0,0,2024-11-05T17:26:12.508192Z
0,0,2024-11-05T17:26:13.541323Z
0,0,2024-11-05T17:26:14.56742Z
0,0,2024-11-05T17:26:15.591891Z
0,0,2024-11-05T17:26:16.612644Z
0,0,2024-11-05T17:26:17.641261Z
0,0,2024-11-05T17:26:18.66662Z
0,0,2024-11-05T17:26:19.720162Z
0,0,2024-11-05T17:26:20.749003Z
0,0,2024-11-05T17:26:21.813898Z
0,0,2024-11-05T17:26:22.918928Z
0,0,2024-11-05T17:26:23.9995Z
0,0,2024-11-05T17:26:25.215638Z
0,0,2024-11-05T17:26:26.261673Z
0,0,2024-11-05T17:26:27.298753Z
0,0,2024-11-05T17:26:28.423488Z
0,0,2024-11-05T17:26:29.590755Z
0,0,2024-11-05T17:26:30.641117Z
0,0,2024-11-05T17:26:31.74472Z
0,0,2024-11-05T17:26:32.807496Z
0,0,2024-11-05T17:26:33.869741Z
0,0,2024-11-05T17:26:34.903202Z
0,0,2024-11-05T17:26:35.95729Z
0,0,2024-11-05T17:26:37.035083Z
0,0,2024-11-05T17:26:38.128151Z
0,0,2024-11-05T17:26:39.268056Z
0,0,2024-11-05T17:26:40.341007Z
0,0,2024-11-05T17:26:41.379471Z
0,0,2024-11-05T17:26:42.434426Z
0,0,2024-11-05T17:26:43.472634Z
0,0,2024-11-05T17:26:44.502262Z
0,0,2024-11-05T17:26:45.756792Z
0,0,2024-11-05T17:26:46.854989Z
0,0,2024-11-05T17:26:48.014475Z
0,0,2024-11-05T17:26:49.073535Z
0,0,2024-11-05T17:26:50.143085Z
0,0,2024-11-05T17:26:51.26648Z
0,0,2024-11-05T17:26:52.323454Z
0,0,2024-11-05T17:26:53.415574Z
0,0,2024-11-05T17:26:54.500613Z
0,0,2024-11-05T17:26:55.640989Z
0,0,2024-11-05T17:26:56.762105Z
0,0,2024-11-05T17:26:57.80494Z
0,0,2024-11-05T17:26:58.886675Z
0,0,2024-11-05T17:26:59.943474Z
0,0,2024-11-05T17:27:01.02524Z
0,0,2024-11-05T17:27:02.059746Z
0,0,2024-11-05T17:27:03.090021Z
0,0,2024-11-05T17:27:04.119913Z
0,0,2024-11-05T17:27:05.148788Z
0,0,2024-11-05T17:27:06.177923Z
0,0,2024-11-05T17:27:07.202562Z
0,0,2024-11-05T17:27:08.229866Z
0,0,2024-11-05T17:27:09.257943Z
0,0,2024-11-05T17:27:10.286612Z
0,0,2024-11-05T17:27:11.313135Z
0,0,2024-11-05T17:27:12.342222Z
0,0,2024-11-05T17:27:13.368329Z
0,0,2024-11-05T17:27:14.398626Z
0,0,2024-11-05T17:27:15.424513Z
0,0,2024-11-05T17:27:16.460228Z
0,0,2024-11-05T17:27:17.490058Z
0,0,2024-11-05T17:27:18.525751Z
0,0,2024-11-05T17:27:19.553295Z
0,0,2024-11-05T17:27:20.588403Z
0,0,2024-11-05T17:27:21.61815Z
0,0,2024-11-05T17:27:22.646879Z
0,0,2024-11-05T17:27:23.672737Z
0,0,2024-11-05T17:27:24.704678Z
0,0,2024-11-05T17:27:25.735343Z
0,0,2024-11-05T17:27:26.763646Z
0,0,2024-11-05T17:27:27.789549Z
0,0,2024-11-05T17:27:28.81623Z
0,0,2024-11-05T17:27:29.884467Z
0,0,2024-11-05T17:27:30.909816Z
0,0,2024-11-05T17:27:31.934818Z
0,0,2024-11-05T17:27:32.973683Z
0,0,2024-11-05T17:27:33.998113Z
0,0,2024-11-05T17:27:35.022923Z
0,0,2024-11-05T17:27:36.046793Z
0,0,2024-11-05T17:27:37.075341Z
0,0,2024-11-05T17:27:38.097204Z
0,0,2024-11-05T17:27:39.126474Z
0,0,2024-11-05T17:27:40.150704Z
0,0,2024-11-05T17:27:41.182372Z
0,0,2024-11-05T17:27:42.213572Z
0,0,2024-11-05T17:27:43.245756Z
0,0,2024-11-05T17:27:44.31274Z
0,0,2024-11-05T17:27:45.347872Z
0,0,2024-11-05T17:27:46.377867Z
0,0,2024-11-05T17:27:47.407371Z
0,0,2024-11-05T17:27:48.443735Z
0,0,2024-11-05T17:27:49.468444Z
0,0,2024-11-05T17:27:50.54094Z
0,0,2024-11-05T17:27:51.563313Z
0,0,2024-11-05T17:27:52.588229Z
0,0,2024-11-05T17:27:53.624159Z
0,0,2024-11-05T17:27:54.65977Z
0,0,2024-11-05T17:27:55.685062Z
0,0,2024-11-05T17:27:56.721918Z
0,0,2024-11-05T17:27:57.759379Z
0,0,2024-11-05T17:27:58.807297Z
0,0,2024-11-05T17:27:59.931846Z
0,0,2024-11-05T17:28:00.993279Z
0,0,2024-11-05T17:28:02.118484Z
0,0,2024-11-05T17:28:03.194144Z
0,0,2024-11-05T17:28:04.371759Z
0,0,2024-11-05T17:28:05.521439Z
0,0,2024-11-05T17:28:06.631973Z
0,0,2024-11-05T17:28:07.695551Z
0,0,2024-11-05T17:28:08.737854Z
0,0,2024-11-05T17:28:09.807458Z
0,0,2024-11-05T17:28:10.864756Z
0,0,2024-11-05T17:28:11.990273Z
0,0,2024-11-05T17:28:13.088558Z
0,0,2024-11-05T17:28:14.137569Z
0,0,2024-11-05T17:28:15.212229Z
0,0,2024-11-05T17:28:16.238653Z
0,0,2024-11-05T17:28:17.283524Z
0,0,2024-11-05T17:28:18.346618Z
0,0,2024-11-05T17:28:19.398472Z
0,0,2024-11-05T17:28:20.473639Z
0,0,2024-11-05T17:28:21.599675Z
0,0,2024-11-05T17:28:22.636015Z
0,0,2024-11-05T17:28:23.698999Z
0,0,2024-11-05T17:28:24.733062Z
0,0,2024-11-05T17:28:25.799762Z
0,0,2024-11-05T17:28:26.839934Z
0,0,2024-11-05T17:28:27.911824Z
0,0,2024-11-05T17:28:28.955076Z
0,0,2024-11-05T17:28:30.122519Z
0,0,2024-11-05T17:28:31.228649Z
0,0,2024-11-05T17:28:32.319052Z
0,0,2024-11-05T17:28:33.344198Z
0,0,2024-11-05T17:28:34.369609Z
0,0,2024-11-05T17:28:35.436303Z
0,0,2024-11-05T17:28:36.487833Z
0,0,2024-11-05T17:28:37.514393Z
0,0,2024-11-05T17:28:38.604633Z
0,0,2024-11-05T17:28:39.652815Z
0,0,2024-11-05T17:28:40.689759Z
0,0,2024-11-05T17:28:41.71708Z
0,0,2024-11-05T17:28:42.755809Z
0,0,2024-11-05T17:28:43.801467Z
0,0,2024-11-05T17:28:44.826986Z
0,0,2024-11-05T17:28:45.856186Z
0,0,2024-11-05T17:28:46.886758Z
0,0,2024-11-05T17:28:47.9157Z
0,0,2024-11-05T17:28:48.942899Z
0,0,2024-11-05T17:28:49.969781Z
0,0,2024-11-05T17:28:50.99806Z
0,0,2024-11-05T17:28:52.020558Z
0,0,2024-11-05T17:28:53.088158Z
0,0,2024-11-05T17:28:54.135629Z
0,0,2024-11-05T17:28:55.213799Z
0,0,2024-11-05T17:28:56.240145Z
0,0,2024-11-05T17:28:57.277392Z
0,0,2024-11-05T17:28:58.309616Z
0,0,2024-11-05T17:28:59.336265Z
0,0,2024-11-05T17:29:00.360131Z
0,0,2024-11-05T17:29:01.390434Z
0,0,2024-11-05T17:29:02.418256Z
0,0,2024-11-05T17:29:03.448383Z
0,0,2024-11-05T17:29:04.473702Z
0,0,2024-11-05T17:29:05.498451Z
0,0,2024-11-05T17:29:06.529366Z
0,0,2024-11-05T17:29:07.557917Z
0,0,2024-11-05T17:29:08.579665Z
0,0,2024-11-05T17:29:09.610317Z
0,0,2024-11-05T17:29:10.636662Z
0,0,2024-11-05T17:29:11.662583Z
0,0,2024-11-05T17:29:12.687996Z
0,0,2024-11-05T17:29:13.715639Z
0,0,2024-11-05T17:29:14.736887Z
0,0,2024-11-05T17:29:15.761957Z
0,0,2024-11-05T17:29:16.786947Z
0,0,2024-11-05T17:29:17.812872Z
0,0,2024-11-05T17:29:18.8425Z
0,0,2024-11-05T17:29:19.875522Z
0,0,2024-11-05T17:29:20.902711Z
0,0,2024-11-05T17:29:21.927969Z
0,0,2024-11-05T17:29:22.959572Z
0,0,2024-11-05T17:29:23.987893Z
0,0,2024-11-05T17:29:25.014976Z
0,0,2024-11-05T17:29:26.043525Z
0,0,2024-11-05T17:29:27.084934Z
0,0,2024-11-05T17:29:28.113318Z
0,0,2024-11-05T17:29:29.144377Z
0,0,2024-11-05T17:29:30.179606Z
0,0,2024-11-05T17:29:31.214848Z
0,0,2024-11-05T17:29:32.247535Z
0,0,2024-11-05T17:29:33.27115Z
0,0,2024-11-05T17:29:34.303672Z
0,0,2024-11-05T17:29:35.328376Z
0,0,2024-11-05T17:29:36.369041Z
0,0,2024-11-05T17:29:37.399162Z
0,0,2024-11-05T17:29:38.426479Z
0,0,2024-11-05T17:29:39.458381Z
0,0,2024-11-05T17:29:40.489631Z
0,0,2024-11-05T17:29:41.526359Z
0,0,2024-11-05T17:29:42.57416Z
0,0,2024-11-05T17:29:43.781725Z
0,0,2024-11-05T17:29:44.939622Z
0,0,2024-11-05T17:29:46.071799Z
0,0,2024-11-05T17:29:47.113022Z
0,0,2024-11-05T17:29:48.196576Z
0,0,2024-11-05T17:29:49.328115Z
0,0,2024-11-05T17:29:50.509109Z
0,0,2024-11-05T17:29:51.53602Z
0,0,2024-11-05T17:29:52.596572Z
0,0,2024-11-05T17:29:53.637945Z
0,0,2024-11-05T17:29:54.669531Z
0,0,2024-11-05T17:29:55.699608Z
0,0,2024-11-05T17:29:56.757588Z
0,0,2024-11-05T17:29:57.905163Z
0,0,2024-11-05T17:29:59.005023Z
0,0,2024-11-05T17:30:00.110462Z
0,0,2024-11-05T17:30:01.237788Z
0,0,2024-11-05T17:30:02.266509Z
0,0,2024-11-05T17:30:03.320264Z
0,0,2024-11-05T17:30:04.39983Z
0,0,2024-11-05T17:30:05.533368Z
0,0,2024-11-05T17:30:06.626687Z
0,0,2024-11-05T17:30:07.756457Z
0,0,2024-11-05T17:30:08.895042Z
0,0,2024-11-05T17:30:10.019208Z
0,0,2024-11-05T17:30:11.132796Z
0,0,2024-11-05T17:30:12.177984Z
0,0,2024-11-05T17:30:13.229024Z
0,0,2024-11-05T17:30:14.285246Z
0,0,2024-11-05T17:30:15.39334Z
0,0,2024-11-05T17:30:16.454132Z
0,0,2024-11-05T17:30:17.481769Z
0,0,2024-11-05T17:30:18.583324Z
0,0,2024-11-05T17:30:19.652668Z
0,0,2024-11-05T17:30:20.744465Z
0,0,2024-11-05T17:30:21.774912Z
0,0,2024-11-05T17:30:22.805013Z
0,0,2024-11-05T17:30:23.832167Z
0,0,2024-11-05T17:30:24.866869Z
0,0,2024-11-05T17:30:25.892773Z
0,0,2024-11-05T17:30:26.919847Z
0,0,2024-11-05T17:30:27.95022Z
0,0,2024-11-05T17:30:28.999628Z
0,0,2024-11-05T17:30:30.021584Z
0,0,2024-11-05T17:30:31.059208Z
0,0,2024-11-05T17:30:32.091972Z
0,0,2024-11-05T17:30:33.118978Z
0,0,2024-11-05T17:30:34.163741Z
0,0,2024-11-05T17:30:35.317149Z
0,0,2024-11-05T17:30:36.386308Z
0,0,2024-11-05T17:30:37.476275Z
0,0,2024-11-05T17:30:38.721953Z
0,0,2024-11-05T17:30:39.79767Z
0,0,2024-11-05T17:30:40.868409Z
0,0,2024-11-05T17:30:41.932319Z
0,0,2024-11-05T17:30:43.018879Z
0,0,2024-11-05T17:30:44.105991Z
0,0,2024-11-05T17:30:45.22157Z
0,0,2024-11-05T17:30:46.308893Z
0,0,2024-11-05T17:30:47.376333Z
0,0,2024-11-05T17:30:48.451335Z
0,0,2024-11-05T17:30:49.508625Z
0,0,2024-11-05T17:30:50.592649Z
0,0,2024-11-05T17:30:51.666756Z
0,0,2024-11-05T17:30:52.718932Z
0,0,2024-11-05T17:30:53.803495Z
0,0,2024-11-05T17:30:54.868626Z
0,0,2024-11-05T17:30:55.958904Z
0,0,2024-11-05T17:30:56.991907Z
0,0,2024-11-05T17:30:58.024097Z
0,0,2024-11-05T17:30:59.076529Z
0,0,2024-11-05T17:31:00.120363Z
0,0,2024-11-05T17:31:01.200197Z
0,0,2024-11-05T17:31:02.250571Z
0,0,2024-11-05T17:31:03.315471Z
0,0,2024-11-05T17:31:04.362708Z
0,0,2024-11-05T17:31:05.414407Z
0,0,2024-11-05T17:31:06.474187Z
0,0,2024-11-05T17:31:07.586195Z
0,0,2024-11-05T17:31:08.660286Z
0,0,2024-11-05T17:31:09.705246Z
0,0,2024-11-05T17:31:10.774426Z
0,0,2024-11-05T17:31:11.826652Z
0,0,2024-11-05T17:31:12.881998Z
0,0,2024-11-05T17:31:13.951478Z
0,0,2024-11-05T17:31:15.019814Z
0,0,2024-11-05T17:31:16.403899Z
0,0,2024-11-05T17:31:17.464609Z
0,0,2024-11-05T17:31:18.521361Z
0,0,2024-11-05T17:31:19.635453Z
0,0,2024-11-05T17:31:20.673329Z
0,0,2024-11-05T17:31:21.69852Z
0,0,2024-11-05T17:31:22.72882Z
0,0,2024-11-05T17:31:23.756878Z
0,0,2024-11-05T17:31:24.783923Z
0,0,2024-11-05T17:31:25.809525Z
0,0,2024-11-05T17:31:26.843412Z
0,0,2024-11-05T17:31:27.872165Z
0,0,2024-11-05T17:31:28.899205Z
0,0,2024-11-05T17:31:29.92285Z
0,0,2024-11-05T17:31:30.951874Z
0,0,2024-11-05T17:31:31.979449Z
0,0,2024-11-05T17:31:33.007055Z
0,0,2024-11-05T17:31:34.035087Z
0,0,2024-11-05T17:31:35.060818Z
0,0,2024-11-05T17:31:36.087291Z
0,0,2024-11-05T17:31:37.117003Z
0,0,2024-11-05T17:31:38.157176Z
0,0,2024-11-05T17:31:39.179119Z
0,0,2024-11-05T17:31:40.204241Z
0,0,2024-11-05T17:31:41.225491Z
0,0,2024-11-05T17:31:42.252463Z
0,0,2024-11-05T17:31:43.283201Z
0,0,2024-11-05T17:31:44.305346Z
0,0,2024-11-05T17:31:45.331095Z
0,0,2024-11-05T17:31:46.354259Z
0,0,2024-11-05T17:31:47.375186Z
0,0,2024-11-05T17:31:48.40216Z
0,0,2024-11-05T17:31:49.426315Z
0,0,2024-11-05T17:31:50.452735Z
0,0,2024-11-05T17:31:51.475408Z
0,0,2024-11-05T17:31:52.503465Z
0,0,2024-11-05T17:31:53.528412Z
0,0,2024-11-05T17:31:54.555148Z
0,0,2024-11-05T17:31:55.581866Z
0,0,2024-11-05T17:31:56.612381Z
0,0,2024-11-05T17:31:57.636106Z
0,0,2024-11-05T17:31:58.690877Z
0,0,2024-11-05T17:31:59.714375Z
0,0,2024-11-05T17:32:00.744432Z
0,0,2024-11-05T17:32:01.77169Z
0,0,2024-11-05T17:32:02.796564Z
0,0,2024-11-05T17:32:03.821369Z
0,0,2024-11-05T17:32:04.877321Z
0,0,2024-11-05T17:32:05.901679Z
0,0,2024-11-05T17:32:06.925629Z
0,0,2024-11-05T17:32:07.946626Z
0,0,2024-11-05T17:32:08.968928Z
0,0,2024-11-05T17:32:09.996663Z
0,0,2024-11-05T17:32:11.019795Z
0,0,2024-11-05T17:32:12.043482Z
0,0,2024-11-05T17:32:13.067853Z
0,0,2024-11-05T17:32:14.093305Z
0,0,2024-11-05T17:32:15.116677Z
0,0,2024-11-05T17:32:16.139877Z
0,0,2024-11-05T17:32:17.163257Z
0,0,2024-11-05T17:32:18.207076Z
0,0,2024-11-05T17:32:19.231227Z
0,0,2024-11-05T17:32:20.252694Z
0,0,2024-11-05T17:32:21.276133Z
0,0,2024-11-05T17:32:22.302119Z
0,0,2024-11-05T17:32:23.324903Z
0,0,2024-11-05T17:32:24.346384Z
0,0,2024-11-05T17:32:25.366979Z
0,0,2024-11-05T17:32:26.395273Z
0,0,2024-11-05T17:32:27.4164Z
0,0,2024-11-05T17:32:28.457589Z
0,0,2024-11-05T17:32:29.507298Z
0,0,2024-11-05T17:32:30.676413Z
0,0,2024-11-05T17:32:31.759448Z
0,0,2024-11-05T17:32:32.781523Z
0,0,2024-11-05T17:32:33.811363Z
0,0,2024-11-05T17:32:34.833303Z
0,0,2024-11-05T17:32:35.86108Z
0,0,2024-11-05T17:32:36.89765Z
0,0,2024-11-05T17:32:37.930583Z
0,0,2024-11-05T17:32:38.966Z
0,0,2024-11-05T17:32:40.043892Z
0,0,2024-11-05T17:32:41.078049Z
0,0,2024-11-05T17:32:42.110024Z
0,0,2024-11-05T17:32:43.138395Z
